
SetupTitle, BC diode
PrimitiveTest, I/V Sweep
DataValue, 0.12000000000000001, 2.9803000000000005E-06, -3.0096000000000004E-06, 3.0096000000000004E-06
DataValue, 0.13, 4.2949E-06, -4.3343E-06, 4.3343E-06
DataValue, 0.14, 6.1594000000000007E-06, -6.1895000000000006E-06, 6.1895000000000006E-06
DataValue, 0.15, 8.7805E-06, -8.8086E-06, 8.8086E-06
DataValue, 0.16, 1.2442E-05, -1.2402000000000001E-05, 1.2402000000000001E-05
DataValue, 0.17, 1.7606E-05, -1.7468E-05, 1.7468E-05
DataValue, 0.18000000000000002, 2.4478000000000002E-05, -2.4818000000000002E-05, 2.4818000000000002E-05
DataValue, 0.19, 3.4324E-05, -3.4322E-05, 3.4322E-05
DataValue, 0.2, 4.699E-05, -4.7232000000000004E-05, 4.7232000000000004E-05
DataValue, 0.21000000000000002, 6.4192E-05, -6.417E-05, 6.417E-05
DataValue, 0.22, 8.6338E-05, -8.6098E-05, 8.6098E-05
DataValue, 0.23, 0.000114352, -0.00011402000000000001, 0.00011402000000000001
DataValue, 0.24000000000000002, 0.00014874000000000002, -0.00014836, 0.00014836
DataValue, 0.25, 0.00019002, -0.00019016, 0.00019016
DataValue, 0.26, 0.00023992000000000002, -0.00023944000000000003, 0.00023944000000000003
DataValue, 0.27, 0.0002965, -0.00029646, 0.00029646
DataValue, 0.28, 0.00036032, -0.00036036, 0.00036036
DataValue, 0.29000000000000004, 0.00043188000000000005, -0.00043200000000000004, 0.00043200000000000004
DataValue, 0.3, 0.00051142000000000006, -0.00051064, 0.00051064
DataValue, 0.31, 0.00059642000000000007, -0.00059644000000000006, 0.00059644000000000006
DataValue, 0.32, 0.00068876000000000007, -0.00068884, 0.00068884
DataValue, 0.33, 0.00078668, -0.00078632000000000007, 0.00078632000000000007
DataValue, 0.34, 0.00088998000000000007, -0.00088988, 0.00088988
DataValue, 0.35000000000000003, 0.00099894, -0.00099870000000000015, 0.00099870000000000015
DataValue, 0.36000000000000004, 0.00111206, -0.00111242, 0.00111242
DataValue, 0.37, 0.0012302, -0.0012304, 0.0012304
DataValue, 0.38, 0.0013518, -0.0013520000000000001, 0.0013520000000000001
DataValue, 0.39, 0.0014774, -0.0014772000000000001, 0.0014772000000000001
DataValue, 0.4, 0.0016066000000000001, -0.0016064, 0.0016064
DataValue, 0.41000000000000003, 0.0017394, -0.001739, 0.001739
DataValue, 0.42000000000000004, 0.0018746000000000001, -0.0018748, 0.0018748
DataValue, 0.43, 0.002013, -0.0020128, 0.0020128
DataValue, 0.44, 0.0021542, -0.002154, 0.002154
DataValue, 0.45, 0.0022978, -0.0022978, 0.0022978
DataValue, 0.46, 0.0024424, -0.002443, 0.002443
DataValue, 0.47000000000000003, 0.0025914, -0.0025912, 0.0025912
DataValue, 0.48000000000000004, 0.0027418, -0.0027416, 0.0027416
DataValue, 0.49000000000000005, 0.0028948, -0.0028946, 0.0028946
DataValue, 0.5, 0.0030502, -0.0030502, 0.0030502
DataValue, 0.51, 0.0032066, -0.0032072, 0.0032072
DataValue, 0.52, 0.0033652, -0.003365, 0.003365
DataValue, 0.53, 0.0035264000000000003, -0.0035266, 0.0035266
DataValue, 0.54, 0.003689, -0.0036888, 0.0036888
DataValue, 0.55, 0.003853, -0.0038534, 0.0038534
DataValue, 0.56, 0.004019, -0.0040192, 0.0040192
DataValue, 0.57000000000000006, 0.004187, -0.0041862, 0.0041862
DataValue, 0.58000000000000007, 0.0043564, -0.0043562, 0.0043562
DataValue, 0.59000000000000008, 0.0045274, -0.0045272, 0.0045272
DataValue, 0.6, 0.0046992, -0.0046994, 0.0046994
DataValue, 0.61, 0.0048726, -0.0048720000000000005, 0.0048720000000000005
DataValue, 0.62, 0.0050502, -0.0050496000000000004, 0.0050496000000000004
DataValue, 0.63, 0.0052264, -0.005227, 0.005227
DataValue, 0.64, 0.0054056, -0.0054058000000000005, 0.0054058000000000005
DataValue, 0.65, 0.005585, -0.005585, 0.005585
DataValue, 0.66, 0.0057666, -0.0057662, 0.0057662
DataValue, 0.67, 0.0059508, -0.0059508, 0.0059508
DataValue, 0.68, 0.0061342, -0.0061346000000000005, 0.0061346000000000005
DataValue, 0.69000000000000006, 0.0063194, -0.0063198, 0.0063198
DataValue, 0.70000000000000007, 0.006507, -0.006507, 0.006507
DataValue, 0.71000000000000008, 0.0066976, -0.0066966000000000005, 0.0066966000000000005
DataValue, 0.72000000000000008, 0.006887, -0.0068872000000000004, 0.0068872000000000004
DataValue, 0.73, 0.0070778, -0.007079, 0.007079
DataValue, 0.74, 0.0072718, -0.0072706, 0.0072706
DataValue, 0.75, 0.0074676000000000005, -0.0074674, 0.0074674
DataValue, 0.76, 0.0076628, -0.0076636000000000004, 0.0076636000000000004
DataValue, 0.77, 0.0078586, -0.0078586, 0.0078586
DataValue, 0.78, 0.0080596, -0.0080586, 0.0080586
DataValue, 0.79, 0.0082608, -0.0082602, 0.0082602
DataValue, 0.8, 0.008464000000000001, -0.0084628, 0.0084628
DataValue, 0.81, 0.008667600000000001, -0.0086672, 0.0086672
DataValue, 0.82000000000000006, 0.008872, -0.008872, 0.008872
DataValue, 0.83000000000000007, 0.009074, -0.0090746, 0.0090746
DataValue, 0.84000000000000008, 0.0092818, -0.009281600000000001, 0.009281600000000001
DataValue, 0.85000000000000009, 0.00949, -0.0094894, 0.0094894
DataValue, 0.86, 0.009699000000000001, -0.0096992, 0.0096992
DataValue, 0.87, 0.0099070000000000009, -0.0099082, 0.0099082
DataValue, 0.88, 0.0101228, -0.010121400000000001, 0.010121400000000001
DataValue, 0.89, 0.010336, -0.010336, 0.010336
DataValue, 0.9, 0.010550200000000001, -0.0105512, 0.0105512
DataValue, 0.91, 0.0107674, -0.010767, 0.010767
DataValue, 0.92, 0.010983, -0.010982, 0.010982
DataValue, 0.93, 0.0112034, -0.011201000000000001, 0.011201000000000001
DataValue, 0.94000000000000006, 0.0114196, -0.0114204, 0.0114204
DataValue, 0.95000000000000007, 0.011640000000000001, -0.011644000000000002, 0.011644000000000002
DataValue, 0.96000000000000008, 0.011868000000000002, -0.011866000000000002, 0.011866000000000002
DataValue, 0.97000000000000008, 0.012092, -0.012092, 0.012092
DataValue, 0.98000000000000009, 0.012312000000000002, -0.012314, 0.012314
DataValue, 0.9900000000000001, 0.012542000000000001, -0.012544000000000001, 0.012544000000000001
DataValue, 1, 0.012770000000000002, -0.012772, 0.012772
